sub,PreviousPipeline,ASLPrepCBF,ASLPrepSCRUB,ASLPrepBASIL,ASLPrepPVGM
3103368139,5.077678763,6.14633493,6.50325862,10.8357879,12.55727832
1163553824,6.273046194,6.558513539,7.131800971,11.404498,12.49403731
1006151876,7.410274236,7.100657268,7.561152915,11.08934386,12.28570686
1006151876,7.410274236,7.100657268,7.561152915,11.08934386,12.28570686
1103118018,6.894661099,7.061755957,7.596219985,11.49627547,12.44687987
1103118018,6.894661099,7.061755957,7.596219985,11.49627547,12.44687987
1114035056,5.060656494,6.546036376,8.080557782,12.89087079,13.81275299
1095340536,6.909359558,6.858603862,8.003815958,10.61095468,12.27091447
3264978932,6.094895633,5.766927857,6.713304777,11.01388222,12.35064683
3289562482,5.267077183,6.246004905,6.573341834,11.17603533,12.37232928
3289562482,5.267077183,6.246004905,6.573341834,11.17603533,12.37232928
2976850765,6.632230915,6.500354009,7.422805863,11.04342142,12.82400337
2976850765,6.632230915,6.500354009,7.422805863,11.04342142,12.82400337
3234489701,5.964561279,7.713775228,8.230064928,10.90020868,12.36011274
1046399178,6.799413808,5.612464188,7.076380351,10.53726625,11.69169565
1046399178,6.799413808,5.612464188,7.076380351,10.53726625,11.69169565
3260960488,4.130371977,6.000499806,6.691869207,10.29343986,12.30162532
3029167955,6.702931603,6.335968546,7.276498033,11.20739166,12.59212529
1157595916,6.476471316,6.362820105,7.334218784,10.60202728,12.32841714
3362293049,7.594033776,6.777147603,7.943245459,11.92931684,12.44752148
2951167051,6.674819558,5.772387695,6.479474509,11.26045339,11.96004136
2951167051,6.674819558,5.772387695,6.479474509,11.26045339,11.96004136
1060532313,5.75924262,6.277975017,7.679169107,11.97967645,13.01002042
3043294809,7.74236961,6.428621114,8.015825518,10.35588349,12.07871059
1088695522,4.431524949,7.378804706,7.943122963,11.02956015,12.25034385
1123556411,4.947401696,5.926040218,6.798225526,10.36136963,11.46474278
308228517,4.747508998,6.502338997,6.969910382,11.73585539,12.70449076
334290435,6.437685905,5.682069459,6.386158309,11.56753668,12.64576092
1168021938,6.604098667,6.197915827,6.995839895,10.67619668,11.94243075
1336976954,5.339269047,5.90185073,6.496560006,10.8371367,12.18948431
3017936002,6.601279813,6.462977104,7.82568361,11.13071792,12.32767073
1440768299,5.272835982,4.898234785,5.49611913,10.86238095,11.77047645
1440768299,5.272835982,4.898234785,5.49611913,10.86238095,11.77047645
1091857727,6.018167882,6.294844479,6.874231613,10.50144671,11.96596969
1204359507,4.830102577,7.072009999,7.77595998,11.26340838,12.3808376
1217141098,6.899408017,7.365175978,7.944763733,10.11136948,11.61620795
1011497669,5.088516452,6.735347867,7.582634002,11.52884952,12.48865694
3354511550,6.982874218,6.128010537,6.672565121,10.56011626,11.76303521
1017092387,7.477984837,6.636528885,7.06433958,11.21145832,12.24366757
3327313154,6.901169397,6.665713176,8.007919033,10.73723886,12.62523426
1221640483,6.428457259,6.160968465,6.847952228,10.96009969,12.24104931
3194463561,3.81015082,6.680967481,7.12144093,11.13075956,13.02428462
31361606,7.59051876,7.421453625,8.346414881,11.43509903,13.07057436
1200684014,5.60986873,7.117540234,8.304898963,11.04834176,12.52783969
1310206420,6.378721823,4.967823448,7.156685792,10.63573168,11.78769988
1185574887,5.573387994,5.604739421,6.09083267,13.18521072,14.64224582
335003211,6.992935644,6.795674358,7.678376314,11.13467178,12.82686036
3345297865,5.457538059,7.491715652,8.121127053,12.06483736,12.80067756
3345297865,5.457538059,7.491715652,8.121127053,12.06483736,12.80067756
3123429468,7.293226363,6.813209527,7.60721411,11.31221142,12.50295529
3032863642,6.977172426,7.701550062,8.555729721,11.01266257,12.5412472
3104080596,5.205476419,5.301568757,5.838670045,10.56062539,12.83226605
1236117854,7.804861261,7.818720844,8.501046399,12.12195164,12.24434137
3117409134,4.433615112,6.81942071,7.388951627,10.1516409,11.71097992
131655018,7.453084821,7.034510448,7.608922763,10.84964765,12.742376
3172989359,5.697709183,7.020966578,7.913329661,11.56057956,12.70418828
3172989359,5.697709183,7.020966578,7.913329661,11.56057956,12.70418828
3194237272,5.110855988,7.056399728,7.805248898,12.11337345,13.27065694
1094939473,7.697051032,6.527952135,7.655686101,12.97364211,13.47464849
1081730904,7.419225598,7.027516709,8.626592303,11.2057656,13.54135097
1201047966,6.997383081,7.503499075,8.344530231,10.40237305,11.94271234
103652366,5.906485052,8.00536945,8.730417331,11.17857066,12.16393236
1348459455,6.584909926,7.42493588,8.415246891,11.40053083,13.202341
3147576269,7.032594242,6.70133159,7.760396357,10.29311031,11.45258887
322458406,7.539834233,7.423222634,7.951090969,11.23502239,12.28902079
3010264843,6.243858061,6.521999909,7.360970794,11.46161427,12.32809104
115784129,3.457058796,6.355853286,6.839366268,11.09622932,11.65507496
115784129,3.457058796,6.355853286,6.839366268,11.09622932,11.65507496
1030193285,6.719747474,6.875211109,7.760988846,10.97225697,12.40036228
3128815857,5.98144952,7.174373754,8.090504879,10.7189391,12.40525811
2990984557,6.962981407,6.59340097,7.440247226,12.43403156,13.53564753
2990984557,6.962981407,6.59340097,7.440247226,12.43403156,13.53564753
3138616935,6.950021576,7.56455734,8.190942149,11.53039317,12.40070823
299894413,6.51955388,7.49424348,8.592847818,10.90986043,12.10994418
1214132906,7.290384765,6.43495051,7.601069815,10.17374588,11.88716823
2988053796,6.408470499,7.608062493,8.140033886,10.91721927,12.61812415
3123810007,7.881612328,6.957212243,7.720918391,11.5570739,11.93788197
3095311898,7.20405966,7.487362347,8.004079263,10.92893913,13.03853744
1216701855,5.94542727,6.695316159,7.42076295,11.90682315,13.121394
1228855311,6.423221662,7.287704265,8.073702199,11.37773671,13.7184574
1403873511,7.14735483,7.045178793,8.248062892,11.55465542,13.3125201
3245954075,7.210501842,7.058810335,7.659504013,12.50907777,13.08535752
3245954075,7.210501842,7.058810335,7.659504013,12.50907777,13.08535752
1046353426,6.81962428,6.677248529,7.291709389,11.98644307,13.20732816
1190308761,5.864386544,5.910355071,6.499911748,10.53733273,11.8867143
2939479952,5.168132528,6.19306273,6.658986251,10.24741658,11.62737834
3342182273,5.518599282,6.416164019,7.785037502,11.49236717,12.91519967
3227202635,4.980203684,7.637754699,8.648963927,12.0295234,12.66776599
3332328549,7.405119205,7.484411257,8.321985145,11.20524062,12.77686853
296947353,5.834896884,7.011670955,7.897798677,11.20425338,12.4933213
3279245901,6.883160788,7.841303777,8.949154833,12.23718517,11.87224071
1081366850,6.813103472,7.731495603,8.567954334,11.47611077,12.26142802
3052691308,6.917027598,7.171151863,9.006494109,13.11360275,14.06663653
3176046588,7.305765203,6.838066104,7.88364228,11.89243886,12.95329811
1222568744,6.948737995,7.697367914,8.713602949,11.50192006,12.53188651
3275217080,6.550599219,6.890443351,8.080085734,10.73080702,12.42463051
3039910629,7.214495751,8.064792365,9.087386422,11.37866941,12.06056037
3214822644,7.703360586,8.172734936,8.836349872,11.434082,12.5419902
1084860562,5.800778407,6.360004298,6.804042935,11.28130496,12.82077099
3351164964,5.316170629,6.897203248,8.203500696,11.19293208,13.1503202
3260871738,6.103723742,6.729620589,7.493888149,11.06572229,12.09712159
3190862186,7.679524457,7.435892101,7.92385876,11.158443,11.86089244
3253387239,6.456937496,7.078101229,8.71134896,11.81703132,12.64086558
29811890,7.834309829,7.523131445,8.590511749,11.08757488,12.52254217
2933854864,7.576074628,7.614237852,8.478121725,12.69447618,12.58070779
3209198339,7.145860621,7.667690422,8.697086934,10.52843127,12.08204113
1050116930,7.041386408,6.617732745,7.368080429,10.56108411,12.1798125
3014879953,5.865249433,7.139061615,7.968162232,11.72032079,12.30643809
334468298,5.865897881,6.958969542,7.646909116,11.22685367,12.62284236
3221434093,5.897952812,6.853549302,7.338945652,10.38543022,11.82521901
1417920839,6.540005867,7.645273548,8.49366925,11.34223925,12.54503582
1417920839,6.540005867,7.645273548,8.49366925,11.34223925,12.54503582
1001970838,5.867661383,5.767438699,6.744768381,11.70586281,13.02065144
1001970838,5.867661383,5.767438699,6.744768381,11.70586281,13.02065144
3289273628,6.632458775,6.814804645,7.635094249,11.8203823,12.77265391
3082686752,6.377313698,7.285216132,8.047329677,11.17299997,12.20917144
1000881804,7.136575261,7.555985914,8.538485169,11.18978513,11.86193865
1076565274,4.705417683,7.347757958,7.93658151,11.11085274,12.05454655
1342685465,7.437692895,6.903808076,7.701597421,12.36473504,12.52538539
1161831083,7.805055507,7.230320531,7.696817147,10.91198006,12.16020889
1110356321,4.7503251,7.062477365,8.077895326,11.4309724,12.63216897
1196527465,8.322737452,8.057282503,8.94664392,11.1338549,12.08343884
1280157702,5.303948376,5.757838342,6.62768609,11.38343127,12.13965025
1280157702,5.303948376,5.757838342,6.62768609,11.38343127,12.13965025
1204013299,5.098619481,7.045879644,8.00970676,12.61980086,12.82726721
1342487188,6.956702082,6.429397171,8.509780611,12.20291762,13.01814173
1254730664,6.717641381,7.032452885,7.974559864,11.5414306,12.14283459
1161373229,7.023460454,7.489220711,8.110333708,10.67535525,12.06740499
1101490424,7.859889357,7.674754824,8.277677584,11.62429129,12.81237209
1101490424,7.859889357,7.674754824,8.277677584,11.62429129,12.81237209
3093541482,7.747974827,4.459567121,5.195124921,12.51979677,14.66689636
1150278162,5.725019733,6.871779822,7.51751317,11.07470958,12.68035714
3140512536,6.201133501,5.289943119,6.012901634,13.43435184,14.11873181
3262225790,5.466146704,6.822795038,7.634394366,11.55455582,12.07512712
1000393599,7.676678716,6.230096652,7.282776573,11.30478048,11.83430094
1228891697,6.901346466,6.242001977,6.86936624,11.72604137,12.28217429
1307181116,4.946943732,6.922900832,7.487459115,10.57662157,12.56712547
1177503761,7.07126985,6.892838007,7.21135715,12.4579233,13.32939032
1446259968,6.747935164,7.598423761,8.051092718,11.19583418,12.61845913
121697273,7.050221066,7.680831038,8.589040541,11.1167107,12.12635768
3340851327,7.323760946,7.06186268,8.257334267,11.60857493,12.11677425
3346511370,6.228943605,8.365764018,9.052318963,12.08375546,12.36153215
1365145510,7.576349217,7.397504143,7.952119119,12.5042784,13.05702424
2981829638,6.759655645,6.690023545,8.422171629,11.55423624,13.19662085
1250648840,6.367676809,5.875804724,6.975694229,10.68342668,11.98906743
1357417369,6.326663792,7.77009887,8.492884566,10.84186496,12.66007676
11407866,4.256530749,7.362892478,8.397641372,10.57057884,12.23448856
1039797417,6.668124474,5.18477756,6.067564047,12.53845977,13.50735225
1303893979,5.64418427,6.044719259,6.86678707,11.2093834,12.19665976
3117043986,7.535305042,6.009715395,7.900622651,11.71273865,13.29847284
320127697,6.39089622,7.789832417,8.767809436,11.75344768,11.86119502
1145936325,7.27509105,7.539029565,8.296091735,11.97237679,12.29730965
1222330281,7.965703267,8.082672704,9.173535263,11.78596203,12.30952041
2933325835,7.591164317,7.983305328,8.696900545,11.17218491,12.47843091
3090659941,3.494290951,8.115386358,8.496065835,12.4068048,13.22244134
3245755395,7.027825308,6.883422289,7.727052701,10.66165522,11.93813138
2994983988,6.145900776,7.334784196,8.033178511,12.12676515,12.90397718
1043634177,5.166809362,6.623352996,7.881861314,11.47722168,12.1435552
1043634177,5.166809362,6.623352996,7.881861314,11.47722168,12.1435552
3182049011,7.696171465,8.369745363,9.105664427,11.31857832,12.69956762
3150163478,7.996167953,8.159360606,9.480625876,12.2831069,12.81798857
3255836650,5.266753282,6.786723717,7.376379342,10.67045611,12.42512634
3138342343,4.79095977,5.353631645,6.171279082,13.93826321,14.57653727
11574123,4.681127137,7.973828971,8.975252959,11.23328276,12.60467941
1152449741,6.978841135,7.084768295,8.000060802,11.13182406,12.61986457
306816217,7.273639448,6.752634043,8.33541957,10.71859286,12.59526392
2935256495,5.438632287,7.523491657,8.850824878,11.63385982,12.36983004
1299596535,7.523703784,6.907241536,7.938570187,10.57267065,11.9330068
1137076695,6.631184331,6.640516715,7.044325724,11.01098084,12.20836701
3185171421,8.179323924,7.498750276,8.684812744,11.25135994,12.01572597
2982184070,6.803701109,6.835764149,7.725619552,11.52328987,12.30372685
130118047,7.580895301,7.603672727,8.010648169,10.98045061,12.06693255
1207361199,8.056682599,8.359507781,8.809686121,11.71865419,13.08978854
1238240598,5.625962783,6.705903113,7.737885695,11.9945464,13.18286276
1037644062,5.864450292,6.794293668,7.586032508,10.72366106,11.94673293
3245338991,7.266221541,6.702367825,7.615914332,10.3111287,11.63898766
3245338991,7.266221541,6.702367825,7.615914332,10.3111287,11.63898766
3112586807,4.663574786,7.297555257,7.969030007,11.3296775,12.05313973
3133368442,3.754133599,6.795317331,7.800111259,10.99502811,11.74296125
3022646611,7.307962418,7.148423645,7.819968686,11.04952299,12.44169479
3212763876,4.676858619,6.717959052,7.716818252,11.70649461,12.995935
1084225445,6.600743434,6.35612728,7.521914794,11.63547425,12.33471988
1164794273,5.172667761,6.5967281,7.288962345,11.33780463,12.56266521
1394077291,7.403155998,7.92185671,8.741823381,11.63387204,12.22303406
1299713973,5.505807107,7.080217851,8.00857439,11.43878557,12.66834297
1125207511,7.115410258,7.292826487,9.058192973,12.23685584,12.53589999
1125207511,7.115410258,7.292826487,9.058192973,12.23685584,12.53589999
1378634377,4.084418461,7.991969817,8.974916576,11.17434993,12.25464444
32938469,6.685011003,7.644818118,8.346817883,13.19138436,13.14900432
3010354631,4.205038461,7.01651941,7.866565286,11.23379567,12.5780736
3055237322,6.898544245,6.799306797,8.502519294,11.14457867,12.33410077
1044438549,7.187480047,7.478457421,8.746701044,11.48502882,12.2695682
3249817543,6.898470659,7.0496399,7.677809958,10.60889999,12.45960843
1438348583,7.076210727,7.255190747,8.556540524,12.17528246,13.04508568
100527940,4.732439703,7.654038036,9.203191119,12.22985535,12.873318
3236504015,5.88316559,6.027061185,6.950536368,9.473063839,11.22625475
105914514,3.989529289,6.405573896,8.139099296,11.70986404,11.88344811
1007995238,6.986716705,7.236613051,8.077807578,11.68799406,12.42970385
307169010,8.069706649,7.885147165,8.579462771,11.38721346,12.33172595
3213518740,7.793119399,7.043224338,8.3148004,11.83588513,12.14516991
3213518740,7.793119399,7.043224338,8.3148004,11.83588513,12.14516991
1412450749,9.645286621,6.615848645,7.375509807,11.09473615,12.15374813
1293529777,7.315981463,7.243196681,7.865360495,12.0191077,12.46155162
1057423710,5.574171737,6.02175118,6.510868506,11.35742162,12.18231085
1065666069,6.167554637,5.442965864,6.032801809,11.20455363,12.64014556
1070737504,7.588408315,6.436754243,7.73915735,10.61223137,11.73361979
1198356813,4.853474738,7.274095345,7.960784568,11.93518929,12.87346664
2934644075,7.263447579,7.623161724,8.358784906,10.81366323,11.98751277
2944925114,6.613128374,8.331580891,8.865228768,11.39350823,12.20202948
1296243384,4.934996539,5.39566778,6.081126349,11.68457285,13.08232163
3035602262,6.254709558,5.815586901,7.141698634,11.09943329,12.16191552
1133357643,7.556530047,8.502009531,9.587259022,12.514149,12.93380252
1235977088,7.46159432,7.514514868,8.621687735,11.18143808,12.25574772
1134044888,6.758285769,7.23421445,8.244535705,11.91715046,12.97608896
2970389523,6.383665842,6.761530363,7.522130687,11.06576518,11.82001265
3192540230,6.513055159,6.276722227,7.632274495,11.07729097,12.2574504
1137996270,7.724467271,7.761399865,8.936586031,10.84245217,11.76482796
310631091,3.811303113,6.112513343,6.828905073,10.84453359,12.02850274
310631091,3.811303113,6.112513343,6.828905073,10.84453359,12.02850274
2991801804,6.445551388,6.251350766,7.131327994,10.89213658,12.04597744
3219790231,6.854478255,7.054996663,7.573561738,11.36246672,12.82558385
2933490015,7.211493663,6.495639342,7.70005889,12.59911019,12.91839737
107578676,8.049162302,8.195835286,9.089583543,11.79207975,12.73239766
2939120682,6.972265954,8.193512229,8.672199082,10.9597267,12.96313541
1139941451,6.06313238,6.89816386,7.744934302,10.67905504,12.23675508
3236644272,6.733736298,6.720906291,8.153423102,11.59862006,12.07768735
3236644272,6.733736298,6.720906291,8.153423102,11.59862006,12.07768735
3218515872,6.048048566,6.476978528,7.272948886,11.15679811,12.68646795
1161329133,6.804909473,8.148595028,8.832775983,11.7683397,12.33661306
2979786632,6.276710317,7.468480512,8.159825207,11.30466883,13.3359993
3081556774,3.24566628,6.131379759,7.430465054,10.29212427,12.14776861
3176914833,4.932988054,8.319304207,8.875947505,11.46324586,11.95332415
3165713481,4.700712594,6.603091977,7.505092694,10.74526403,11.52110046
1279886614,7.33237164,7.533788189,8.164593456,11.6586457,12.52044359
1304389731,5.718235789,6.04307724,6.908026604,11.11323548,12.13272168
3216964316,6.077023377,6.099221263,6.874631363,10.66921965,12.94685677
1393778620,7.562248531,7.557648511,8.401081973,11.34899616,12.28934287
3030572467,5.725426846,7.079851231,7.924694819,11.7438403,13.20965719
1184389633,5.225287203,7.278591984,8.135291169,12.0537281,12.82047464
1048162151,6.937002695,7.320446916,8.16454754,11.68473502,12.42571084
1048162151,6.937002695,7.320446916,8.16454754,11.68473502,12.42571084
1337936015,7.80322945,7.522595706,8.242545168,10.50853953,11.51320838
1156073272,7.853780215,8.132267903,8.91536747,12.24448243,13.23172297
3091757174,6.334781232,6.238954229,6.835948468,10.1736744,11.66780602
3060404940,4.083172773,4.44650672,5.806896697,10.92167807,11.68958553
1039936647,5.501245172,6.187708992,6.807882432,11.20840799,11.9805765
1332795634,8.321111849,7.024934645,7.573493429,11.08256232,12.39433977
3092187032,5.640867077,6.946646204,8.110700804,13.85378867,13.59450877
3277181789,7.039592191,6.978337043,8.283204222,11.73609148,12.59600279
3277181789,7.039592191,6.978337043,8.283204222,11.73609148,12.59600279
1105526680,7.887591727,7.124884184,7.636277847,10.81096633,12.32421621
3266753211,7.946733164,7.175899683,7.571054754,11.87327834,12.64586261
3343129791,6.886068778,7.600242695,8.529820434,12.13566574,12.4057065
3288745244,6.831712067,6.295962725,7.236802052,10.71860002,11.90462905
3241674953,7.045292735,7.283812141,8.007179971,11.35959739,12.51223681
3293621097,7.156647389,7.313783529,8.507828557,11.41610473,12.02191045
3235320003,5.444670663,7.616867989,8.891630235,12.79731116,12.71594042
3185151244,7.86105857,8.181784765,8.950345355,12.09064189,12.68437257
1025031408,5.749539883,7.637810034,8.865094719,11.72677354,12.79664758
3148192122,6.074352416,6.648648497,7.927868481,11.66345807,12.28590799
3148192122,6.074352416,6.648648497,7.927868481,11.66345807,12.28590799
309129555,5.959713957,7.474725154,8.694626034,11.9160507,12.43021129
309129555,5.959713957,7.474725154,8.694626034,11.9160507,12.43021129
1027389114,8.453782705,7.783006228,8.572563342,13.14821919,13.21197864
1170788175,5.676267135,7.136776614,8.086415647,11.32669206,12.67959196
1220374725,6.714540386,6.937357617,7.727563664,12.10890475,12.12474504
1220374725,6.714540386,6.937357617,7.727563664,12.10890475,12.12474504
2972126748,7.494406113,7.034634672,7.874900118,10.39371595,12.46404407
3038035275,6.954735701,7.080670597,8.199872481,11.58399285,12.41411468
3038035275,6.954735701,7.080670597,8.199872481,11.58399285,12.41411468
1150591062,7.268860918,6.607819653,8.063167887,11.66657375,12.44709086
1023701836,7.566104429,7.344027073,8.496526486,10.67037773,12.27042254
1023701836,7.566104429,7.344027073,8.496526486,10.67037773,12.27042254
3059148008,7.99884675,7.802056285,8.785708443,12.32880897,12.82191767
3231527178,6.961671514,7.946624728,8.938193088,11.74391294,12.88925646
3234586495,6.410578222,7.980049774,8.81972422,11.51139915,12.61391812
1120521402,7.918534387,7.756601394,8.315895618,11.10773431,12.4022907
1120521402,7.918534387,7.756601394,8.315895618,11.10773431,12.4022907
1238756309,5.994201165,6.762823713,7.73129963,11.76465498,12.94016371
3091738725,3.441943487,6.604236265,7.432680775,11.61910849,12.32959572
3016118416,6.539920218,6.748772292,7.520311216,11.19780375,12.05973126
1113295648,4.946856176,7.155106496,7.71394261,11.67629838,12.41674431
1113295648,4.946856176,7.155106496,7.71394261,11.67629838,12.41674431
3250922962,5.244862227,6.825177321,7.930413375,11.32840795,12.60715031
3100094802,7.259200323,7.537919281,8.574173343,11.36855307,12.31953592
1303822344,5.790443435,7.30186991,7.962270082,11.50158691,13.24525564
3109977781,5.286987191,5.412191135,6.058033157,11.05681474,11.9583035
3109977781,5.286987191,5.412191135,6.058033157,11.05681474,11.9583035
2943493898,5.963075203,7.179422096,8.07851817,12.02864044,12.80446372
3297348664,5.346278135,7.655870707,8.427329568,12.03712283,12.80882385
1248515966,7.836476288,7.572697477,8.12989128,10.83590364,12.36588442
1248515966,7.836476288,7.572697477,8.12989128,10.83590364,12.36588442
3066751024,6.938122858,7.501131324,8.317148318,11.09234154,12.4182107
3066751024,6.938122858,7.501131324,8.317148318,11.09234154,12.4182107
