Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,DwellTime,EchoTime,EffectiveEchoSpacing,FieldmapKey00,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,IntendedForKey07,IntendedForKey08,IntendedForKey09,IntendedForKey10,IntendedForKey11,IntendedForKey12,IntendedForKey13,IntendedForKey14,IntendedForKey15,IntendedForKey16,IntendedForKey17,IntendedForKey18,IntendedForKey19,IntendedForKey20,IntendedForKey21,IntendedForKey22,IntendedForKey23,IntendedForKey24,IntendedForKey25,IntendedForKey26,IntendedForKey27,IntendedForKey28,IntendedForKey29,IntendedForKey30,IntendedForKey31,IntendedForKey32,IntendedForKey33,IntendedForKey34,IntendedForKey35,IntendedForKey36,IntendedForKey37,IntendedForKey38,IntendedForKey39,IntendedForKey40,IntendedForKey41,IntendedForKey42,IntendedForKey43,IntendedForKey44,IntendedForKey45,IntendedForKey46,IntendedForKey47,IntendedForKey48,IntendedForKey49,IntendedForKey50,IntendedForKey51,IntendedForKey52,IntendedForKey53,MultibandAccelerationFactor,NSliceTimes,NumberOfVolumesDiscardedByScanner,NumberOfVolumesDiscardedByUser,ParallelAcquisitionTechnique,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,SliceEncodingDirection,TotalReadoutTime,VolumeTiming
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__42,acquisition-se_suffix-asl_task-rest,42,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.01,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__43,acquisition-se_suffix-asl_task-rest,43,1,,0.033,0.000399995,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.08,,0.0379995,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__44,acquisition-se_suffix-asl_task-rest,44,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,5.11,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__45,acquisition-se_suffix-asl_task-rest,45,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,5.63,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__46,acquisition-se_suffix-asl_task-rest,46,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.68,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__47,acquisition-se_suffix-asl_task-rest,47,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.86,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__48,acquisition-se_suffix-asl_task-rest,48,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,5.45,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__49,acquisition-se_suffix-asl_task-rest,49,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,5.56,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__50,acquisition-se_suffix-asl_task-rest,50,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.05,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__51,acquisition-se_suffix-asl_task-rest,51,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,5.5,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__52,acquisition-se_suffix-asl_task-rest,52,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.27,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__53,acquisition-se_suffix-asl_task-rest,53,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.78,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__54,acquisition-se_suffix-asl_task-rest,54,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.72,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__55,acquisition-se_suffix-asl_task-rest,55,1,2.70E-06,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.99,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__56,acquisition-se_suffix-asl_task-rest,56,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.66,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__57,acquisition-se_suffix-asl_task-rest,57,2,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.5,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__58,acquisition-se_suffix-asl_task-rest,58,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.49,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__59,acquisition-se_suffix-asl_task-rest,59,2,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.76,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__60,acquisition-se_suffix-asl_task-rest,60,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,5.16,,0.0327753,
Variant TR,,,acquisition-seVariantTr_suffix-asl_task-rest,acquisition-se_suffix-asl_task-rest__61,acquisition-se_suffix-asl_task-rest,61,1,,0.029,0.000345003,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,2,0.875,j-,4.14,,0.0327753,
Dominant Group,,,,acquisition-singleband_datatype-func_suffix-bold_task-rest__1,acquisition-singleband_datatype-func_suffix-bold_task-rest,1,1401,,0.032,0.000550002,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,1,j-,3,,0.0346501,
No fMap,,,acquisition-singlebandNoFmap_datatype-func_suffix-bold_task-rest,acquisition-singleband_datatype-func_suffix-bold_task-rest__2,acquisition-singleband_datatype-func_suffix-bold_task-rest,2,22,,0.032,0.000550002,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,1,j-,3,,0.0346501,
Dominant Group,,,,datatype-dwi_run-1_suffix-dwi__1,datatype-dwi_run-1_suffix-dwi,1,1382,,0.082,0.000266666,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.1,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__2,datatype-dwi_run-1_suffix-dwi,2,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.4,,0.0338665,
No fMap,,,acquisition-NoFmap_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__3,datatype-dwi_run-1_suffix-dwi,3,34,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.1,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__4,datatype-dwi_run-1_suffix-dwi,4,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,9,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__5,datatype-dwi_run-1_suffix-dwi,5,4,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.5,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__6,datatype-dwi_run-1_suffix-dwi,6,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.3,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__7,datatype-dwi_run-1_suffix-dwi,7,3,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.8,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__8,datatype-dwi_run-1_suffix-dwi,8,2,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.2,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__9,datatype-dwi_run-1_suffix-dwi,9,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,9.8,,0.0338665,
Slices missing,,0,,datatype-dwi_run-1_suffix-dwi__10,datatype-dwi_run-1_suffix-dwi,10,2,,0.082,0.000266666,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,3,0.75,j-,8.1,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__11,datatype-dwi_run-1_suffix-dwi,11,1,,0.102,0.000799969,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,0.75,j-,12.3,,0.101596,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__12,datatype-dwi_run-1_suffix-dwi,12,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,9.4,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__13,datatype-dwi_run-1_suffix-dwi,13,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,9.1,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__14,datatype-dwi_run-1_suffix-dwi,14,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,9.3,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__15,datatype-dwi_run-1_suffix-dwi,15,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,9.2,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__16,datatype-dwi_run-1_suffix-dwi,16,1,1.80E-06,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.3,,0.0338665,
Variant TR,,,acquisition-VariantTr_datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-1_suffix-dwi__17,datatype-dwi_run-1_suffix-dwi,17,1,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.6,,0.0338665,
Dominant Group,,,,datatype-dwi_run-2_suffix-dwi__1,datatype-dwi_run-2_suffix-dwi,1,1371,,0.082,0.000266666,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.1,,0.0338665,
No fMap,,,acquisition-NoFmap_datatype-dwi_run-2_suffix-dwi,datatype-dwi_run-2_suffix-dwi__2,datatype-dwi_run-2_suffix-dwi,2,28,,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.1,,0.0338665,
Slices missing,,0,,datatype-dwi_run-2_suffix-dwi__3,datatype-dwi_run-2_suffix-dwi,3,2,,0.082,0.000266666,datatype-fmap_fmap-phase1_suffix-phase1,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,3,0.75,j-,8.1,,0.0338665,
Dwell Time,,1,,datatype-dwi_run-2_suffix-dwi__4,datatype-dwi_run-2_suffix-dwi,4,1,1.80E-06,0.082,0.000266666,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,3,0.75,j-,8.1,,0.0338665,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__1,datatype-fmap_fmap-magnitude1_suffix-magnitude1,1,1054,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__2,datatype-fmap_fmap-magnitude1_suffix-magnitude1,2,31,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__3,datatype-fmap_fmap-magnitude1_suffix-magnitude1,3,17,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__4,datatype-fmap_fmap-magnitude1_suffix-magnitude1,4,5,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__5,datatype-fmap_fmap-magnitude1_suffix-magnitude1,5,26,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__6,datatype-fmap_fmap-magnitude1_suffix-magnitude1,6,170,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__7,datatype-fmap_fmap-magnitude1_suffix-magnitude1,7,1,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__8,datatype-fmap_fmap-magnitude1_suffix-magnitude1,8,14,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__9,datatype-fmap_fmap-magnitude1_suffix-magnitude1,9,63,,0.00269,,,60,acquisition-100_datatype-func_suffix-bold_task-rest,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__10,datatype-fmap_fmap-magnitude1_suffix-magnitude1,10,15,1.56E-05,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__11,datatype-fmap_fmap-magnitude1_suffix-magnitude1,11,14,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__12,datatype-fmap_fmap-magnitude1_suffix-magnitude1,12,1,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__13,datatype-fmap_fmap-magnitude1_suffix-magnitude1,13,16,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__14,datatype-fmap_fmap-magnitude1_suffix-magnitude1,14,4,,0.00269,,,60,acquisition-se_suffix-asl,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__15,datatype-fmap_fmap-magnitude1_suffix-magnitude1,15,2,1.56E-05,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__16,datatype-fmap_fmap-magnitude1_suffix-magnitude1,16,5,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__17,datatype-fmap_fmap-magnitude1_suffix-magnitude1,17,4,,0.00269,,,60,acquisition-se_suffix-asl,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__18,datatype-fmap_fmap-magnitude1_suffix-magnitude1,18,2,,0.00269,,,60,acquisition-gre_suffix-asl,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,suffix-m0scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__19,datatype-fmap_fmap-magnitude1_suffix-magnitude1,19,12,,0.00269,,,60,acquisition-se_suffix-asl,datatype-func_suffix-bold_task-frac2back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__20,datatype-fmap_fmap-magnitude1_suffix-magnitude1,20,1,,0.00269,,,60,datatype-dwi_run-1_suffix-dwi,datatype-dwi_run-2_suffix-dwi,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__21,datatype-fmap_fmap-magnitude1_suffix-magnitude1,21,10,,0.00269,,,60,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
,,,,datatype-fmap_fmap-magnitude1_suffix-magnitude1__22,datatype-fmap_fmap-magnitude1_suffix-magnitude1,22,2,,0.00269,,,60,acquisition-singleband_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-frac2back,datatype-func_suffix-bold_task-idemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1,j-,1,,,
